name,generation,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,,,,,,,,,,,,,,,,,
Bouffalant,5,1,Normal,,1.6,94.6,3,Reckless,Sap Sipper,Soundproof,490,95,110,95,55,45,70,172,Medium Fast,1,Field,,50,20,1,,,,,,,,,,,,,,,,,
Rufflet,5,2,Normal,Flying,0.5,10.5,3,Keen Eye,Sheer Force,Hustle,350,70,83,50,60,190,70,70,Slow,1,Flying,,100,20,1,,,,,,,,,,,,,,,,,
Braviary,5,2,Normal,Flying,1.5,41,3,Keen Eye,Sheer Force,Defiant,510,100,123,75,80,60,70,179,Slow,1,Flying,,100,20,1,,,,,,,,,,,,,,,,,
Vullaby,5,2,Dark,Flying,0.5,9,3,Big Pecks,Overcoat,Weak Armor,370,70,55,75,60,190,35,74,Slow,1,Flying,,0,20,1,,,,,,,,,,,,,,,,,
Mandibuzz,5,2,Dark,Flying,1.2,39.5,3,Big Pecks,Overcoat,Weak Armor,510,110,65,105,80,60,35,179,Slow,1,Flying,,0,20,1,,,,,,,,,,,,,,,,,
Heatmor,5,1,Fire,,1.4,58,3,Gluttony,Flash Fire,White Smoke,484,85,97,66,65,90,70,169,Medium Fast,1,Field,,50,20,1,,,,,,,,,,,,,,,,,
Durant,5,2,Bug,Steel,0.3,33,3,Swarm,Hustle,Truant,484,58,109,112,109,90,70,169,Medium Fast,1,Bug,,50,20,0.5,,,,,,,,,,,,,,,,,
Deino,5,2,Dark,Dragon,0.8,17.3,1,Hustle,,,300,52,65,50,38,45,35,60,Slow,1,Dragon,,50,40,1,,,,,,,,,,,,,,,,,
Zweilous,5,2,Dark,Dragon,1.4,50,1,Hustle,,,420,72,85,70,58,45,35,147,Slow,1,Dragon,,50,40,1,,,,,,,,,,,,,,,,,
Hydreigon,5,2,Dark,Dragon,1.8,160,1,Levitate,,,600,92,105,90,98,45,35,270,Slow,1,Dragon,,50,40,1,,,,,,,,,,,,,,,,,
Larvesta,5,2,Bug,Fire,1.1,28.8,2,Flame Body,,Swarm,360,55,85,55,60,45,70,72,Slow,1,Bug,,50,40,1,,,,,,,,,,,,,,,,,
Volcarona,5,2,Bug,Fire,1.6,46,2,Flame Body,,Swarm,550,85,60,65,100,15,70,248,Slow,1,Bug,,50,40,1,,,,,,,,,,,,,,,,,
Cobalion,5,2,Steel,Fighting,2.1,250,1,Justified,,,580,91,90,129,108,3,35,261,Slow,1,Undiscovered,,,80,0.5,,,,,,,,,,,,,,,,,
Terrakion,5,2,Rock,Fighting,1.9,260,1,Justified,,,580,91,129,90,108,3,35,261,Slow,1,Undiscovered,,,80,0.5,,,,,,,,,,,,,,,,,
Virizion,5,2,Grass,Fighting,2,200,1,Justified,,,580,91,90,72,108,3,35,261,Slow,1,Undiscovered,,,80,1,,,,,,,,,,,,,,,,,
Tornadus Incarnate Forme,5,1,Flying,,1.5,63,2,Prankster,,Defiant,580,79,115,70,111,3,90,261,Slow,1,Undiscovered,,100,120,1,,,,,,,,,,,,,,,,,
Tornadus Therian Forme,5,1,Flying,,1.4,63,1,Regenerator,,,580,79,100,80,121,3,90,261,Slow,1,Undiscovered,,100,120,1,,,,,,,,,,,,,,,,,
Thundurus Incarnate Forme,5,2,Electric,Flying,1.5,61,2,Prankster,,Defiant,580,79,115,70,111,3,90,261,Slow,1,Undiscovered,,100,120,1,,,,,,,,,,,,,,,,,
Thundurus Therian Forme,5,2,Electric,Flying,3,61,1,Volt Absorb,,,580,79,105,70,101,3,90,261,Slow,1,Undiscovered,,100,120,1,,,,,,,,,,,,,,,,,
Reshiram,5,2,Dragon,Fire,3.2,330,1,Turboblaze,,,680,100,120,100,90,3,0,306,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Zekrom,5,2,Dragon,Electric,2.9,345,1,Teravolt,,,680,100,150,120,90,3,0,306,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Landorus Incarnate Forme,5,2,Ground,Flying,1.5,68,2,Sand Force,,Sheer Force,600,89,125,90,101,3,90,270,Slow,1,Undiscovered,,100,120,1,,,,,,,,,,,,,,,,,
Landorus Therian Forme,5,2,Ground,Flying,1.3,68,1,Intimidate,,,600,89,145,90,91,3,90,270,Slow,1,Undiscovered,,100,120,1,,,,,,,,,,,,,,,,,
Kyurem,5,2,Dragon,Ice,3,325,1,Pressure,,,660,125,130,90,95,3,0,297,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Black Kyurem,5,2,Dragon,Ice,3.3,325,1,Teravolt,,,700,125,170,100,95,3,0,315,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
White Kyurem,5,2,Dragon,Ice,3.6,325,1,Turboblaze,,,700,125,120,90,95,3,0,315,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Keldeo Ordinary Forme,5,2,Water,Fighting,1.4,48.5,1,Justified,,,580,91,72,90,108,3,35,261,Slow,1,Undiscovered,,,80,1,,,,,,,,,,,,,,,,,
Keldeo Resolute Forme,5,2,Water,Fighting,1.4,48.5,1,Justified,,,580,91,72,90,108,3,35,261,Slow,1,Undiscovered,,,80,1,,,,,,,,,,,,,,,,,
Meloetta Aria Forme,5,2,Normal,Psychic,0.6,6.5,1,Serene Grace,,,600,100,77,77,90,3,100,270,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Meloetta Pirouette Forme,5,2,Normal,Fighting,0.6,6.5,1,Serene Grace,,,600,100,128,90,128,3,100,270,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Genesect,5,2,Bug,Steel,1.5,82.5,1,Download,,,600,71,120,95,99,3,0,270,Slow,1,Undiscovered,,,120,0.5,,,,,,,,,,,,,,,,,
Chespin,6,1,Grass,,0.4,9,2,Overgrow,,Bulletproof,313,56,61,65,38,45,70,63,Medium Slow,1,Field,,87.5,20,1,,,,,,,,,,,,,,,,,
Quilladin,6,1,Grass,,0.7,29,2,Overgrow,,Bulletproof,405,61,78,95,57,45,70,142,Medium Slow,1,Field,,87.5,20,1,,,,,,,,,,,,,,,,,
Chesnaught,6,2,Grass,Fighting,1.6,90,2,Overgrow,,Bulletproof,530,88,107,122,64,45,70,239,Medium Slow,1,Field,,87.5,20,1,,,,,,,,,,,,,,,,,
Fennekin,6,1,Fire,,0.4,9.4,2,Blaze,,Magician,307,40,45,40,60,45,70,61,Medium Slow,1,Field,,87.5,20,1,,,,,,,,,,,,,,,,,
Braixen,6,1,Fire,,1,14.5,2,Blaze,,Magician,409,59,59,58,73,45,70,143,Medium Slow,1,Field,,87.5,20,1,,,,,,,,,,,,,,,,,
Delphox,6,2,Fire,Psychic,1.5,39,2,Blaze,,Magician,534,75,69,72,104,45,70,240,Medium Slow,1,Field,,87.5,20,1,,,,,,,,,,,,,,,,,
Froakie,6,1,Water,,0.3,7,2,Torrent,,Protean,314,41,56,40,71,45,70,63,Medium Slow,1,Water 1,,87.5,20,1,,,,,,,,,,,,,,,,,
Frogadier,6,1,Water,,0.6,10.9,2,Torrent,,Protean,405,54,63,52,97,45,70,142,Medium Slow,1,Water 1,,87.5,20,1,,,,,,,,,,,,,,,,,
Greninja,6,2,Water,Dark,1.5,40,2,Torrent,,Protean,530,72,95,67,122,45,70,239,Medium Slow,1,Water 1,,87.5,20,1,,,,,,,,,,,,,,,,,
Ash-Greninja,6,2,Water,Dark,1.5,40,1,Battle Bond,,,640,72,145,67,132,45,70,288,Medium Slow,1,Undiscovered,,100,20,1,,,,,,,,,,,,,,,,,
Bunnelby,6,1,Normal,,0.4,5,3,Pickup,Cheek Pouch,Huge Power,237,38,36,38,57,255,70,47,Medium Fast,1,Field,,50,15,1,,,,,,,,,,,,,,,,,
Diggersby,6,2,Normal,Ground,1,42.4,3,Pickup,Cheek Pouch,Huge Power,423,85,56,77,78,127,70,148,Medium Fast,1,Field,,50,15,1,,,,,,,,,,,,,,,,,
Fletchling,6,2,Normal,Flying,0.3,1.7,2,Big Pecks,,Gale Wings,278,45,50,43,62,255,70,56,Medium Slow,1,Flying,,50,15,1,,,,,,,,,,,,,,,,,
Fletchinder,6,2,Fire,Flying,0.7,16,2,Flame Body,,Gale Wings,382,62,73,55,84,120,70,134,Medium Slow,1,Flying,,50,15,1,,,,,,,,,,,,,,,,,
Talonflame,6,2,Fire,Flying,1.2,24.5,2,Flame Body,,Gale Wings,499,78,81,71,126,45,70,175,Medium Slow,1,Flying,,50,15,1,,,,,,,,,,,,,,,,,
Scatterbug,6,1,Bug,,0.3,2.5,3,Shield Dust,Compound Eyes,Friend Guard,200,38,35,40,35,255,70,40,Medium Fast,1,Bug,,50,15,1,,,,,,,,,,,,,,,,,
Spewpa,6,1,Bug,,0.3,8.4,2,Shed Skin,,Friend Guard,213,45,22,60,29,120,70,75,Medium Fast,1,Bug,,50,15,1,,,,,,,,,,,,,,,,,
Vivillon,6,2,Bug,Flying,1.2,17,3,Shield Dust,Compound Eyes,Friend Guard,411,80,52,50,89,45,70,185,Medium Fast,1,Bug,,50,15,1,,,,,,,,,,,,,,,,,
Litleo,6,2,Fire,Normal,0.6,13.5,3,Rivalry,Unnerve,Moxie,369,62,50,58,72,220,70,74,Medium Slow,1,Field,,25,20,1,,,,,,,,,,,,,,,,,
Pyroar,6,2,Fire,Normal,1.5,81.5,3,Rivalry,Unnerve,Moxie,507,86,68,72,106,65,70,177,Medium Slow,1,Field,,25,20,1,,,,,,,,,,,,,,,,,
Flabébé,6,1,Fairy,,0.1,0.1,2,Flower Veil,,Symbiosis,303,44,38,39,42,225,70,61,Medium Fast,1,Fairy,,0,20,1,,,,,,,,,,,,,,,,,
Floette,6,1,Fairy,,0.2,0.9,2,Flower Veil,,Symbiosis,371,54,45,47,52,120,70,130,Medium Fast,1,Fairy,,0,20,1,,,,,,,,,,,,,,,,,
Florges,6,1,Fairy,,1.1,10,2,Flower Veil,,Symbiosis,552,78,65,68,75,45,70,248,Medium Fast,1,Fairy,,0,20,1,,,,,,,,,,,,,,,,,
Skiddo,6,1,Grass,,0.9,31,2,Sap Sipper,,Grass Pelt,350,66,65,48,52,200,70,70,Medium Fast,1,Field,,50,20,1,,,,,,,,,,,,,,,,,
Gogoat,6,1,Grass,,1.7,91,2,Sap Sipper,,Grass Pelt,531,123,100,62,68,45,70,186,Medium Fast,1,Field,,50,20,1,,,,,,,,,,,,,,,,,
Pancham,6,1,Fighting,,0.6,8,3,Iron Fist,Mold Breaker,Scrappy,348,67,82,62,43,220,70,70,Medium Fast,2,Field,Human-Like,50,25,1,,,,,,,,,,,,,,,,,
Pangoro,6,2,Fighting,Dark,2.1,136,3,Iron Fist,Mold Breaker,Scrappy,495,95,124,78,58,65,70,173,Medium Fast,2,Field,Human-Like,50,25,1,,,,,,,,,,,,,,,,,
Furfrou,6,1,Normal,,1.2,28,1,Fur Coat,,,472,75,80,60,102,160,70,165,Medium Fast,1,Field,,50,20,1,,,,,,,,,,,,,,,,,
Espurr,6,1,Psychic,,0.3,3.5,3,Keen Eye,Infiltrator,Own Tempo,355,62,48,54,68,190,70,71,Medium Fast,1,Field,,50,20,1,,,,,,,,,,,,,,,,,
Meowstic Male,6,1,Psychic,,0.6,8.5,3,Keen Eye,Infiltrator,Prankster,466,74,48,76,104,75,70,163,Medium Fast,1,Field,,50,20,1,,,,,,,,,,,,,,,,,
Meowstic Female,6,1,Psychic,,0.6,8.5,3,Keen Eye,Infiltrator,Competitive,466,74,48,76,104,75,70,163,Medium Fast,1,Field,,50,20,1,,,,,,,,,,,,,,,,,
Honedge,6,2,Steel,Ghost,0.8,2,1,No Guard,,,325,45,80,100,28,180,70,65,Medium Fast,1,Mineral,,50,20,0,,,,,,,,,,,,,,,,,
Doublade,6,2,Steel,Ghost,0.8,4.5,1,No Guard,,,448,59,110,150,35,90,70,157,Medium Fast,1,Mineral,,50,20,0,,,,,,,,,,,,,,,,,
Aegislash Blade Forme,6,2,Steel,Ghost,1.7,53,1,Stance Change,,,520,60,150,50,60,45,70,234,Medium Fast,1,Mineral,,50,20,0,,,,,,,,,,,,,,,,,
Aegislash Shield Forme,6,2,Steel,Ghost,1.7,53,1,Stance Change,,,520,60,50,150,60,45,70,234,Medium Fast,1,Mineral,,50,20,0,,,,,,,,,,,,,,,,,
Spritzee,6,1,Fairy,,0.2,0.5,2,Healer,,Aroma Veil,341,78,52,60,23,200,70,68,Medium Fast,1,Fairy,,50,20,1,,,,,,,,,,,,,,,,,
Aromatisse,6,1,Fairy,,0.8,15.5,2,Healer,,Aroma Veil,462,101,72,72,29,140,70,162,Medium Fast,1,Fairy,,50,20,1,,,,,,,,,,,,,,,,,
Swirlix,6,1,Fairy,,0.4,3.5,2,Sweet Veil,,Unburden,341,62,48,66,49,200,70,68,Medium Fast,1,Fairy,,50,20,1,,,,,,,,,,,,,,,,,
Slurpuff,6,1,Fairy,,0.8,5,2,Sweet Veil,,Unburden,480,82,80,86,72,140,70,168,Medium Fast,1,Fairy,,50,20,1,,,,,,,,,,,,,,,,,
Inkay,6,2,Dark,Psychic,0.4,3.5,3,Contrary,Suction Cups,Infiltrator,288,53,54,53,45,190,70,58,Medium Fast,2,Water 1,Water 2,50,20,1,,,,,,,,,,,,,,,,,
Malamar,6,2,Dark,Psychic,1.5,47,3,Contrary,Suction Cups,Infiltrator,482,86,92,88,73,80,70,169,Medium Fast,2,Water 1,Water 2,50,20,1,,,,,,,,,,,,,,,,,
Binacle,6,2,Rock,Water,0.5,31,3,Sniper,Tough Claws,Pickpocket,306,42,52,67,50,120,70,61,Medium Fast,1,Water 3,,50,20,0.5,,,,,,,,,,,,,,,,,
Barbaracle,6,2,Rock,Water,1.3,96,3,Sniper,Tough Claws,Pickpocket,500,72,105,115,68,45,70,175,Medium Fast,1,Water 3,,50,20,0.5,,,,,,,,,,,,,,,,,
Skrelp,6,2,Poison,Water,0.5,7.3,3,Poison Point,Poison Touch,Adaptability,320,50,60,60,30,225,70,64,Medium Fast,2,Dragon,Water 1,50,20,1,,,,,,,,,,,,,,,,,
Dragalge,6,2,Poison,Dragon,1.8,81.5,3,Poison Point,Poison Touch,Adaptability,494,65,75,90,44,55,70,173,Medium Fast,2,Dragon,Water 1,50,20,1,,,,,,,,,,,,,,,,,
Clauncher,6,1,Water,,0.5,8.3,1,Mega Launcher,,,330,50,53,62,44,225,70,66,Slow,2,Water 1,Water 3,50,15,1,,,,,,,,,,,,,,,,,
Clawitzer,6,1,Water,,1.3,35.3,1,Mega Launcher,,,500,71,73,88,59,55,70,100,Slow,2,Water 1,Water 3,50,15,1,,,,,,,,,,,,,,,,,
Helioptile,6,2,Electric,Normal,0.5,6,3,Dry Skin,Sand Veil,Solar Power,289,44,38,33,70,190,70,58,Medium Fast,2,Dragon,Monster,50,20,1,,,,,,,,,,,,,,,,,
Heliolisk,6,2,Electric,Normal,1,21,3,Dry Skin,Sand Veil,Solar Power,481,62,55,52,109,75,70,168,Medium Fast,2,Dragon,Monster,50,20,1,,,,,,,,,,,,,,,,,
Tyrunt,6,2,Rock,Dragon,0.8,26,2,Strong Jaw,,Sturdy,362,58,89,77,48,45,70,72,Medium Fast,2,Dragon,Monster,87.5,30,0.5,,,,,,,,,,,,,,,,,
Tyrantrum,6,2,Rock,Dragon,2.5,270,2,Strong Jaw,,Rock Head,521,82,121,119,71,45,70,182,Medium Fast,2,Dragon,Monster,87.5,30,0.5,,,,,,,,,,,,,,,,,
Amaura,6,2,Rock,Ice,1.3,25.2,2,Refrigerate,,Snow Warning,362,77,59,50,46,45,70,72,Medium Fast,1,Monster,,87.5,30,0.5,,,,,,,,,,,,,,,,,
Aurorus,6,2,Rock,Ice,2.7,225,2,Refrigerate,,Snow Warning,521,123,77,72,58,45,70,104,Medium Fast,1,Monster,,87.5,30,0.5,,,,,,,,,,,,,,,,,
Sylveon,6,1,Fairy,,1,23.5,2,Cute Charm,,Pixilate,525,95,65,65,60,45,70,184,Medium Fast,1,Field,,87.5,35,1,,,,,,,,,,,,,,,,,
Hawlucha,6,2,Fighting,Flying,0.8,21.5,3,Limber,Unburden,Mold Breaker,500,78,92,75,118,100,70,175,Medium Fast,2,Flying,Human-Like,50,20,1,,,,,,,,,,,,,,,,,
Dedenne,6,2,Electric,Fairy,0.2,2.2,3,Cheek Pouch,Pickup,Plus,431,67,58,57,101,180,70,151,Medium Fast,2,Fairy,Field,50,20,1,,,,,,,,,,,,,,,,,
Carbink,6,2,Rock,Fairy,0.3,5.7,2,Clear Body,,Sturdy,500,50,50,150,50,60,70,100,Slow,2,Fairy,Mineral,,25,0.5,,,,,,,,,,,,,,,,,
Goomy,6,1,Dragon,,0.3,2.8,3,Sap Sipper,Hydration,Gooey,300,45,50,35,40,45,35,60,Slow,1,Dragon,,50,40,1,,,,,,,,,,,,,,,,,
Sliggoo,6,1,Dragon,,0.8,17.5,3,Sap Sipper,Hydration,Gooey,452,68,75,53,60,45,35,158,Slow,1,Dragon,,50,40,1,,,,,,,,,,,,,,,,,
Goodra,6,1,Dragon,,2,150.5,3,Sap Sipper,Hydration,Gooey,600,90,100,70,80,45,35,270,Slow,1,Dragon,,50,40,1,,,,,,,,,,,,,,,,,
Klefki,6,2,Steel,Fairy,0.2,3,2,Prankster,,Magician,470,57,80,91,75,75,70,165,Fast,1,Mineral,,50,20,0.5,,,,,,,,,,,,,,,,,
Phantump,6,2,Ghost,Grass,0.4,7,3,Natural Cure,Frisk,Harvest,309,43,70,48,38,120,70,62,Medium Fast,2,Amorphous,Grass,50,20,0,,,,,,,,,,,,,,,,,
Trevenant,6,2,Ghost,Grass,1.5,71,3,Natural Cure,Frisk,Harvest,474,85,110,76,56,60,70,166,Medium Fast,2,Amorphous,Grass,50,20,0,,,,,,,,,,,,,,,,,
Pumpkaboo Average Size,6,2,Ghost,Grass,0.4,5,3,Pickup,Frisk,Insomnia,335,49,66,70,51,120,70,67,Medium Fast,1,Amorphous,,50,20,0,,,,,,,,,,,,,,,,,
Pumpkaboo Small Size,6,2,Ghost,Grass,0.3,3.5,3,Pickup,Frisk,Insomnia,335,44,66,70,56,120,70,67,Medium Fast,1,Amorphous,,50,20,0,,,,,,,,,,,,,,,,,
Pumpkaboo Large Size,6,2,Ghost,Grass,0.5,7.5,3,Pickup,Frisk,Insomnia,335,54,66,70,46,120,70,67,Medium Fast,1,Amorphous,,50,20,0,,,,,,,,,,,,,,,,,
Pumpkaboo Super Size,6,2,Ghost,Grass,0.8,15,3,Pickup,Frisk,Insomnia,335,59,66,70,41,120,70,67,Medium Fast,1,Amorphous,,50,20,0,,,,,,,,,,,,,,,,,
Gourgeist Average Size,6,2,Ghost,Grass,0.9,12.5,3,Pickup,Frisk,Insomnia,494,65,90,122,84,60,70,173,Medium Fast,1,Amorphous,,50,20,0,,,,,,,,,,,,,,,,,
Gourgeist Small Size,6,2,Ghost,Grass,0.7,9.5,3,Pickup,Frisk,Insomnia,494,55,85,122,99,60,70,173,Medium Fast,1,Amorphous,,50,20,0,,,,,,,,,,,,,,,,,
Gourgeist Large Size,6,2,Ghost,Grass,1.1,14,3,Pickup,Frisk,Insomnia,494,75,95,122,69,60,70,173,Medium Fast,1,Amorphous,,50,20,0,,,,,,,,,,,,,,,,,
Gourgeist Super Size,6,2,Ghost,Grass,1.7,39,3,Pickup,Frisk,Insomnia,494,85,100,122,54,60,70,173,Medium Fast,1,Amorphous,,50,20,0,,,,,,,,,,,,,,,,,
Bergmite,6,1,Ice,,1,99.5,3,Own Tempo,Ice Body,Sturdy,304,55,69,85,28,190,70,61,Medium Fast,2,Mineral,Monster,50,20,1,,,,,,,,,,,,,,,,,
Avalugg,6,1,Ice,,2,505,3,Own Tempo,Ice Body,Sturdy,514,95,117,184,28,55,70,180,Medium Fast,2,Mineral,Monster,50,20,1,,,,,,,,,,,,,,,,,
Noibat,6,2,Flying,Dragon,0.5,8,3,Frisk,Infiltrator,Telepathy,245,40,30,35,55,190,70,49,Medium Fast,2,Dragon,Flying,50,20,1,,,,,,,,,,,,,,,,,
Noivern,6,2,Flying,Dragon,1.5,85,3,Frisk,Infiltrator,Telepathy,535,85,70,80,123,45,70,187,Medium Fast,2,Dragon,Flying,50,20,1,,,,,,,,,,,,,,,,,
Xerneas,6,1,Fairy,,3,215,1,Fairy Aura,,,680,126,131,95,99,45,0,306,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Yveltal,6,2,Dark,Flying,5.8,203,1,Dark Aura,,,680,126,131,95,99,45,0,306,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Zygarde 50% Forme,6,2,Dragon,Ground,5,305,2,Aura Break,Power Construct,,600,108,100,121,95,3,0,270,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Zygarde 10% Forme,6,2,Dragon,Ground,1.2,33.5,2,Aura Break,Power Construct,,486,54,100,71,115,3,0,219,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Zygarde Complete Forme,6,2,Dragon,Ground,4.5,610,1,Power Construct,,,708,216,100,121,85,3,0,319,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Diancie,6,2,Rock,Fairy,0.7,8.8,1,Clear Body,,,600,50,100,150,50,3,70,270,Slow,1,Undiscovered,,,25,0.5,,,,,,,,,,,,,,,,,
Mega Diancie,6,2,Rock,Fairy,1.1,27.8,1,Magic Bounce,,,700,50,160,110,110,3,70,315,Slow,1,Undiscovered,,,25,0.5,,,,,,,,,,,,,,,,,
Hoopa Hoopa Confined,6,2,Psychic,Ghost,0.5,9,1,Magician,,,600,80,110,60,70,3,100,270,Slow,1,Undiscovered,,,120,0,,,,,,,,,,,,,,,,,
Hoopa Hoopa Unbound,6,2,Psychic,Dark,6.5,490,1,Magician,,,680,80,160,60,80,3,100,306,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Volcanion,6,2,Fire,Water,1.7,195,1,Water Absorb,,,600,80,110,120,70,3,100,270,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Rowlet,7,2,Grass,Flying,0.3,1.5,2,Overgrow,,Long Reach,320,68,55,55,42,45,70,64,Medium Slow,1,Flying,,87.5,15,1,,,,,,,,,,,,,,,,,
Dartrix,7,2,Grass,Flying,0.7,16,2,Overgrow,,Long Reach,420,78,75,75,52,45,70,147,Medium Slow,1,Flying,,87.5,15,1,,,,,,,,,,,,,,,,,
Decidueye,7,2,Grass,Ghost,1.6,36.6,2,Overgrow,,Long Reach,530,78,107,75,70,45,70,239,Medium Slow,1,Flying,,87.5,15,0,,,,,,,,,,,,,,,,,
Litten,7,1,Fire,,0.4,4.3,2,Blaze,,Intimidate,320,45,65,40,70,45,70,64,Medium Slow,1,Field,,87.5,15,1,,,,,,,,,,,,,,,,,
Torracat,7,1,Fire,,0.7,25,2,Blaze,,Intimidate,420,65,85,50,90,45,70,147,Medium Slow,1,Field,,87.5,15,1,,,,,,,,,,,,,,,,,
Incineroar,7,2,Fire,Dark,1.8,83,2,Blaze,,Intimidate,530,95,115,90,60,45,70,239,Medium Slow,1,Field,,87.5,15,1,,,,,,,,,,,,,,,,,
Popplio,7,1,Water,,0.4,7.5,2,Torrent,,Liquid Voice,320,50,54,54,40,45,70,64,Medium Slow,2,Field,Water 1,87.5,15,1,,,,,,,,,,,,,,,,,
Brionne,7,1,Water,,0.6,17.5,2,Torrent,,Liquid Voice,420,60,69,69,50,45,70,147,Medium Slow,2,Field,Water 1,87.5,15,1,,,,,,,,,,,,,,,,,
Primarina,7,2,Water,Fairy,1.8,44,2,Torrent,,Liquid Voice,530,80,74,74,60,45,70,239,Medium Slow,2,Field,Water 1,87.5,15,1,,,,,,,,,,,,,,,,,
Pikipek,7,2,Normal,Flying,0.3,1.2,3,Keen Eye,Skill Link,Pickup,265,35,75,30,65,255,70,53,Medium Fast,1,Flying,,50,15,1,,,,,,,,,,,,,,,,,
Trumbeak,7,2,Normal,Flying,0.6,14.8,3,Keen Eye,Skill Link,Pickup,355,55,85,50,75,120,70,124,Medium Fast,1,Flying,,50,15,1,,,,,,,,,,,,,,,,,
Toucannon,7,2,Normal,Flying,1.1,26,3,Keen Eye,Skill Link,Sheer Force,485,80,120,75,60,45,70,218,Medium Fast,1,Flying,,50,15,1,,,,,,,,,,,,,,,,,
Yungoos,7,1,Normal,,0.4,6,3,Strong Jaw,Stakeout,Adaptability,253,48,70,30,45,255,70,51,Medium Fast,1,Field,,50,15,1,,,,,,,,,,,,,,,,,
Gumshoos,7,1,Normal,,0.7,14.2,3,Strong Jaw,Stakeout,Adaptability,418,88,110,60,45,127,70,146,Medium Fast,1,Field,,50,15,1,,,,,,,,,,,,,,,,,
Grubbin,7,1,Bug,,0.4,4.4,1,Swarm,,,300,47,62,45,46,255,70,60,Medium Fast,1,Bug,,50,15,1,,,,,,,,,,,,,,,,,
Charjabug,7,2,Bug,Electric,0.5,10.5,1,Battery,,,400,57,82,95,36,120,70,140,Medium Fast,1,Bug,,50,15,1,,,,,,,,,,,,,,,,,
Vikavolt,7,2,Bug,Electric,1.5,45,1,Levitate,,,500,77,70,90,43,45,70,225,Medium Fast,1,Bug,,50,15,1,,,,,,,,,,,,,,,,,
Crabrawler,7,1,Fighting,,0.6,7,3,Hyper Cutter,Iron Fist,Anger Point,338,47,82,57,63,225,70,68,Medium Fast,1,Water 3,,50,20,1,,,,,,,,,,,,,,,,,
Crabominable,7,2,Fighting,Ice,1.7,180,3,Hyper Cutter,Iron Fist,Anger Point,478,97,132,77,43,60,70,167,Medium Fast,1,Water 3,,50,20,1,,,,,,,,,,,,,,,,,
Oricorio Baile Style,7,2,Fire,Flying,0.6,3.4,1,Dancer,,,476,75,70,70,93,45,70,167,Medium Fast,1,Flying,,25,20,1,,,,,,,,,,,,,,,,,
Oricorio Pom-Pom Style,7,2,Electric,Flying,0.6,3.4,1,Dancer,,,476,75,70,70,93,45,70,167,Medium Fast,1,Flying,,25,20,1,,,,,,,,,,,,,,,,,
Oricorio Pa'u Style,7,2,Psychic,Flying,0.6,3.4,1,Dancer,,,476,75,70,70,93,45,70,167,Medium Fast,1,Flying,,25,20,1,,,,,,,,,,,,,,,,,
Oricorio Sensu Style,7,2,Ghost,Flying,0.6,3.4,1,Dancer,,,476,75,70,70,93,45,70,167,Medium Fast,1,Flying,,25,20,0,,,,,,,,,,,,,,,,,
Cutiefly,7,2,Bug,Fairy,0.1,0.2,3,Honey Gather,Shield Dust,Sweet Veil,304,40,45,40,84,190,70,61,Medium Fast,2,Bug,Fairy,50,20,1,,,,,,,,,,,,,,,,,
Ribombee,7,2,Bug,Fairy,0.2,0.5,3,Honey Gather,Shield Dust,Sweet Veil,464,60,55,60,124,75,70,162,Medium Fast,2,Bug,Fairy,50,20,1,,,,,,,,,,,,,,,,,
Rockruff,7,1,Rock,,0.5,9.2,3,Keen Eye,Vital Spirit,Steadfast,280,45,65,40,60,190,70,56,Medium Fast,1,Field,,50,15,0.5,,,,,,,,,,,,,,,,,
Own Tempo Rockruff,7,1,Rock,,0.5,9.2,1,Own Tempo,,,280,45,65,40,60,190,70,56,Medium Fast,1,Field,,50,15,0.5,,,,,,,,,,,,,,,,,
Lycanroc Midday Form,7,1,Rock,,0.8,25,3,Keen Eye,Sand Rush,Steadfast,487,75,115,65,112,90,70,170,Medium Fast,1,Field,,50,15,0.5,,,,,,,,,,,,,,,,,
Lycanroc Midnight Form,7,1,Rock,,1.1,25,3,Keen Eye,Vital Spirit,No Guard,487,85,115,75,82,90,70,170,Medium Fast,1,Field,,50,15,0.5,,,,,,,,,,,,,,,,,
